route_id,bus_route,distance_km,travel_time _minutes,bus_type,bus_type_num,fare_lkr,traffic_level,traffic_level_num,direction,direction_num,time_slot,time_slot_num,age_group,age_group_num,fuel_cost_lkr_per_l,distance_per_litre_km_per_l,est_fuel_cost_per_trip_lkr,frequency_per_day,passenger_count
35,Colombo - Avissawella,48,110,Semi-Luxury,3,232,High,3,Up,1,09:00-11:59,3,Youth,2,278.19,5.17,2580.83,30,40
82,Colombo - Anuradhapura,220,300,Normal,1,302,Medium,2,Down,2,00:00-05:59,1,Child,1,279.61,3.25,18953.3,10,49
7,Colombo - Piliyandala,20,50,Normal,1,36,Low,1,Down,2,21:00-23:59,7,Adult,3,282.38,6.07,930.75,35,59
28,Negombo - Colombo,40,90,Normal,1,96,Low,1,Down,2,12:00-14:59,4,Youth,2,277.78,5.29,2102.16,40,55
3,Colombo - Dehiwala,12,30,Normal,1,19,High,3,Up,1,09:00-11:59,3,Adult,3,271.17,6.48,501.91,100,54
1,Kandy - Peradeniya,5,15,Luxury,4,5,High,3,Down,2,09:00-11:59,3,Adult,3,284.47,8.37,169.91,150,28
89,Trincomalee - Colombo,300,420,Normal,1,831,High,3,Up,1,09:00-11:59,3,Adult,3,264.75,3.47,22858.81,6,56
16,Colombo - Panadura,27,60,Semi-Luxury,3,59,Medium,2,Down,2,15:00-17:59,5,Senior,4,274.97,5.47,1357.75,50,50
42,Hambantota - Matara (via A2),70,90,Expressway,2,265,High,3,Down,2,00:00-05:59,1,Adult,3,295.37,4.57,4526.62,15,49
8,Ella - Bandarawela,20,35,Semi-Luxury,3,70,Low,1,Up,1,15:00-17:59,5,Youth,2,287.03,5.16,1113.46,20,42
1,Kandy - Peradeniya,5,15,Normal,1,6,High,3,Down,2,21:00-23:59,7,Adult,3,283.27,8.78,161.25,150,56
68,Colombo - Galle,135,210,Normal,1,459,High,3,Up,1,15:00-17:59,5,Youth,2,266.04,4.15,8656.81,30,56
25,Colombo - Gampaha,37,70,Semi-Luxury,3,95,Medium,2,Down,2,06:00-08:59,2,Senior,4,280.8,5.46,1904.13,45,45
36,Matara - Deniyaya,55,100,Normal,1,151,Medium,2,Down,2,09:00-11:59,3,Adult,3,283.32,4.81,3237.58,12,58
4,Colombo - Wattala,15,40,Normal,1,30,Low,1,Down,2,15:00-17:59,5,Adult,3,286.56,6.94,619.08,70,69
1,Kandy - Peradeniya,5,15,Normal,1,5,High,3,Up,1,00:00-05:59,1,Adult,3,278.86,7.52,185.5,150,56
6,Colombo - Moratuwa,18,50,Normal,1,41,Medium,2,Up,1,12:00-14:59,4,Youth,2,277.84,5.32,940.85,60,59
26,Colombo - Negombo,40,90,Expressway,2,152,High,3,Down,2,09:00-11:59,3,Adult,3,286.02,5.34,2142.42,40,37
20,Matara - Weligama,30,50,Luxury,4,64,Medium,2,Up,1,06:00-08:59,2,Child,1,274.2,6.08,1352.41,28,37
11,Colombo - Homagama,23,55,Luxury,4,98,Medium,2,Down,2,15:00-17:59,5,Adult,3,299.4,5.55,1241.13,40,39
7,Colombo - Piliyandala,20,50,Normal,1,27,Medium,2,Down,2,09:00-11:59,3,Senior,4,269.25,6.63,811.9,35,55
24,Monaragala - Wellawaya,35,60,Luxury,4,173,Low,1,Up,1,15:00-17:59,5,Adult,3,269.26,5.6,1682.89,18,36
5,Colombo - Maharagama,16,45,Normal,1,19,High,3,Down,2,15:00-17:59,5,Child,1,272.83,5.89,740.89,80,57
39,Matara - Hambantota,70,90,Normal,1,202,Medium,2,Up,1,12:00-14:59,4,Adult,3,277.03,4.05,4793.71,15,58
1,Kandy - Peradeniya,5,15,Normal,1,5,Medium,2,Down,2,21:00-23:59,7,Youth,2,279.93,7.98,175.33,150,58
1,Kandy - Peradeniya,5,15,Semi-Luxury,3,5,Low,1,Up,1,00:00-05:59,1,Youth,2,275.14,8.97,153.32,150,46
51,Colombo - Ratnapura,85,130,Normal,1,258,Medium,2,Up,1,12:00-14:59,4,Youth,2,282.36,4.45,5390.93,20,54
89,Trincomalee - Colombo,300,420,Luxury,4,1523,High,3,Up,1,12:00-14:59,4,Adult,3,283.57,3.5,24324.59,6,34
15,Galle - Hikkaduwa,25,60,Normal,1,34,Medium,2,Up,1,06:00-08:59,2,Senior,4,289.78,6.22,1164.18,30,67
49,Chilaw - Colombo,80,120,Expressway,2,283,High,3,Up,1,06:00-08:59,2,Youth,2,271.83,4.85,4485.97,16,52
33,Badulla - Nuwara Eliya,45,60,Normal,1,111,Medium,2,Down,2,12:00-14:59,4,Youth,2,288.11,5.19,2496.79,18,59
15,Galle - Hikkaduwa,25,60,Normal,1,62,High,3,Up,1,12:00-14:59,4,Youth,2,292.42,6.61,1105.79,30,59
38,Kandy - Dambulla,70,110,Normal,1,206,Low,1,Down,2,12:00-14:59,4,Adult,3,291.26,4.71,4330.94,18,44
48,Kurunegala - Kandy,80,110,Semi-Luxury,3,334,High,3,Down,2,18:00-20:59,6,Adult,3,273.29,5.64,3876.06,18,42
35,Colombo - Avissawella,48,110,Normal,1,120,High,3,Up,1,18:00-20:59,6,Adult,3,286.56,5.22,2635.78,30,51
26,Colombo - Negombo,40,90,Normal,1,108,Medium,2,Down,2,06:00-08:59,2,Youth,2,288.75,5.41,2134.02,40,62
3,Colombo - Dehiwala,12,30,Normal,1,18,Medium,2,Up,1,15:00-17:59,5,Youth,2,274.45,6.61,498.06,100,62
2,Galle - Unawatuna,8,25,Semi-Luxury,3,9,Medium,2,Down,2,06:00-08:59,2,Youth,2,272.19,8.58,253.89,60,50
39,Matara - Hambantota,70,90,Normal,1,129,High,3,Up,1,06:00-08:59,2,Senior,4,272.5,5.38,3543.79,15,54
50,Colombo - Chilaw (fast),80,120,Normal,1,225,High,3,Up,1,15:00-17:59,5,Adult,3,286.64,5.05,4542.38,12,49
3,Colombo - Dehiwala,12,30,Normal,1,15,High,3,Down,2,09:00-11:59,3,Adult,3,277.05,7.43,447.63,100,50
43,Kandy - Nuwara Eliya,75,120,Semi-Luxury,3,161,High,3,Up,1,00:00-05:59,1,Child,1,276.62,3.3,6280.03,14,40
16,Colombo - Panadura,27,60,Semi-Luxury,3,91,High,3,Down,2,21:00-23:59,7,Adult,3,275.63,5.26,1414.41,50,34
12,Habarana - Sigiriya,23,35,Luxury,4,86,Low,1,Down,2,15:00-17:59,5,Adult,3,264.7,4.91,1239.21,30,33
22,Kandy - Matale,35,50,Expressway,2,129,Low,1,Down,2,06:00-08:59,2,Youth,2,286.04,5.68,1761.08,25,51
2,Galle - Unawatuna,8,25,Normal,1,7,Medium,2,Down,2,09:00-11:59,3,Youth,2,272.19,8.19,265.72,60,53
51,Colombo - Ratnapura,85,130,Normal,1,136,Medium,2,Down,2,21:00-23:59,7,Senior,4,270.76,4.03,5716.83,20,66
16,Colombo - Panadura,27,60,Normal,1,64,Medium,2,Down,2,06:00-08:59,2,Adult,3,275.89,6.05,1230.51,50,62
69,Galle - Colombo,135,210,Luxury,4,724,Low,1,Down,2,06:00-08:59,2,Adult,3,274.59,4.23,8770.79,20,31
50,Colombo - Chilaw (fast),80,120,Semi-Luxury,3,176,Medium,2,Up,1,21:00-23:59,7,Child,1,273.75,4.91,4460.23,12,42
51,Colombo - Ratnapura,85,130,Expressway,2,184,Medium,2,Down,2,18:00-20:59,6,Senior,4,291.01,3.8,6516.63,20,46
6,Colombo - Moratuwa,18,50,Normal,1,21,High,3,Down,2,09:00-11:59,3,Senior,4,272.88,6.76,726.8,60,54
3,Colombo - Dehiwala,12,30,Semi-Luxury,3,28,High,3,Down,2,06:00-08:59,2,Adult,3,288.46,7.52,460.28,100,40
6,Colombo - Moratuwa,18,50,Expressway,2,29,High,3,Down,2,09:00-11:59,3,Senior,4,283.42,5.76,885.4,60,44
75,Mannar - Jaffna,180,240,Luxury,4,1097,Medium,2,Down,2,15:00-17:59,5,Youth,2,274.91,3.48,14213.99,6,36
57,Kurunegala - Colombo,100,150,Luxury,4,477,High,3,Down,2,09:00-11:59,3,Adult,3,281.72,4.19,6725.6,20,29
3,Colombo - Dehiwala,12,30,Normal,1,9,Medium,2,Down,2,15:00-17:59,5,Child,1,280.45,7.13,472.24,100,60
78,Colombo - Polonnaruwa,210,280,Semi-Luxury,3,890,Low,1,Down,2,06:00-08:59,2,Adult,3,286.57,3.81,15803.28,12,43
29,Chilaw - Negombo,40,60,Luxury,4,186,Medium,2,Up,1,09:00-11:59,3,Youth,2,271.37,6.06,1790.32,20,25
57,Kurunegala - Colombo,100,150,Expressway,2,376,Medium,2,Up,1,21:00-23:59,7,Adult,3,273.42,3.92,6975.66,20,49
51,Colombo - Ratnapura,85,130,Semi-Luxury,3,227,Medium,2,Up,1,15:00-17:59,5,Senior,4,284.94,4.66,5200.94,20,54
67,Negombo - Kurunegala,130,180,Normal,1,367,Medium,2,Up,1,12:00-14:59,4,Adult,3,276.3,4.06,8841.31,12,58
13,Ella - Badulla,25,40,Normal,1,30,Medium,2,Up,1,18:00-20:59,6,Child,1,274.29,5.96,1150.38,20,56
1,Kandy - Peradeniya,5,15,Semi-Luxury,3,5,Medium,2,Down,2,12:00-14:59,4,Child,1,285.13,9.19,155.21,150,39
21,Galle - Matara,35,50,Normal,1,58,Low,1,Down,2,06:00-08:59,2,Senior,4,284.34,4.38,2273.91,20,73
20,Matara - Weligama,30,50,Normal,1,41,Low,1,Up,1,00:00-05:59,1,Senior,4,271.57,6.44,1265.93,28,51
53,Anuradhapura - Polonnaruwa,90,140,Normal,1,282,High,3,Up,1,06:00-08:59,2,Youth,2,267.44,4.47,5381.05,12,64
45,Kandy - Hatton,75,140,Normal,1,106,Medium,2,Up,1,15:00-17:59,5,Child,1,273.58,4.11,4991.79,12,58
4,Colombo - Wattala,15,40,Semi-Luxury,3,25,Medium,2,Up,1,09:00-11:59,3,Senior,4,277.15,5.92,701.76,70,38
2,Galle - Unawatuna,8,25,Normal,1,6,Medium,2,Up,1,18:00-20:59,6,Youth,2,286,8.22,278.22,60,67
1,Kandy - Peradeniya,5,15,Luxury,4,5,Low,1,Down,2,15:00-17:59,5,Youth,2,286.01,9.46,151.09,150,38
4,Colombo - Wattala,15,40,Normal,1,29,High,3,Up,1,12:00-14:59,4,Adult,3,281.21,6.41,657.77,70,46
3,Colombo - Dehiwala,12,30,Luxury,4,32,High,3,Up,1,21:00-23:59,7,Adult,3,275.32,6.97,474.15,100,33
29,Chilaw - Negombo,40,60,Luxury,4,181,Medium,2,Up,1,21:00-23:59,7,Youth,2,290.29,5.72,2031.66,20,39
72,Badulla - Kandy,160,210,Normal,1,289,Low,1,Down,2,09:00-11:59,3,Senior,4,284.08,3.64,12474.59,9,65
15,Galle - Hikkaduwa,25,60,Normal,1,33,High,3,Down,2,06:00-08:59,2,Child,1,278.29,5.98,1163.54,30,61
56,Colombo - Kurunegala,100,150,Normal,1,317,Medium,2,Up,1,15:00-17:59,5,Youth,2,280.04,4.27,6557.41,25,70
21,Galle - Matara,35,50,Semi-Luxury,3,129,Low,1,Down,2,00:00-05:59,1,Adult,3,276.95,4.89,1982.77,20,35
52,Ratnapura - Colombo,85,130,Expressway,2,325,Low,1,Up,1,18:00-20:59,6,Adult,3,286.34,4.36,5586.55,18,39
1,Kandy - Peradeniya,5,15,Semi-Luxury,3,5,Medium,2,Up,1,00:00-05:59,1,Child,1,286.03,7.12,200.76,150,46
4,Colombo - Wattala,15,40,Normal,1,23,Low,1,Up,1,15:00-17:59,5,Adult,3,284.39,6,710.6,70,72
1,Kandy - Peradeniya,5,15,Luxury,4,5,High,3,Down,2,09:00-11:59,3,Youth,2,270.18,8.7,155.27,150,26
56,Colombo - Kurunegala,100,150,Semi-Luxury,3,220,Low,1,Down,2,00:00-05:59,1,Child,1,270.13,3.79,7134.11,25,33
25,Colombo - Gampaha,37,70,Semi-Luxury,3,143,Medium,2,Down,2,18:00-20:59,6,Youth,2,293.37,5.07,2139.78,45,46
44,Nuwara Eliya - Kandy,75,120,Semi-Luxury,3,365,Low,1,Down,2,00:00-05:59,1,Youth,2,270.45,3.98,5101.81,12,43
73,Colombo - Puttalam,160,210,Normal,1,444,Medium,2,Down,2,18:00-20:59,6,Adult,3,258.79,4.05,10228.59,10,54
27,Colombo - Kalutara,40,60,Normal,1,114,Low,1,Down,2,18:00-20:59,6,Adult,3,271.04,5.21,2080.13,30,66
77,Colombo - Nuwara Eliya (via Kandy),200,360,Expressway,2,738,Low,1,Up,1,21:00-23:59,7,Adult,3,262.34,3.6,14579.01,6,41
63,Batticaloa - Trincomalee,120,150,Normal,1,382,Medium,2,Up,1,06:00-08:59,2,Adult,3,286.57,5.17,6655.77,14,60
13,Ella - Badulla,25,40,Semi-Luxury,3,91,Low,1,Up,1,06:00-08:59,2,Youth,2,282.91,6.51,1087,20,42
33,Badulla - Nuwara Eliya,45,60,Normal,1,115,High,3,Up,1,18:00-20:59,6,Adult,3,269.88,6.48,1873.7,18,56
15,Galle - Hikkaduwa,25,60,Normal,1,29,Medium,2,Up,1,15:00-17:59,5,Child,1,273.45,6.15,1112.11,30,57
53,Anuradhapura - Polonnaruwa,90,140,Normal,1,228,Low,1,Up,1,09:00-11:59,3,Adult,3,280.11,4.79,5264.66,12,62
45,Kandy - Hatton,75,140,Luxury,4,334,Low,1,Up,1,21:00-23:59,7,Adult,3,268.63,4.33,4655.18,12,37
6,Colombo - Moratuwa,18,50,Expressway,2,44,Low,1,Down,2,21:00-23:59,7,Adult,3,279.96,5.92,850.82,60,42
5,Colombo - Maharagama,16,45,Semi-Luxury,3,45,Medium,2,Down,2,09:00-11:59,3,Adult,3,284.32,6.98,651.78,80,44
35,Colombo - Avissawella,48,110,Semi-Luxury,3,83,High,3,Up,1,12:00-14:59,4,Child,1,277.44,4.75,2806.2,30,43
73,Colombo - Puttalam,160,210,Normal,1,528,High,3,Up,1,18:00-20:59,6,Adult,3,279.95,3.7,12105.36,10,50
3,Colombo - Dehiwala,12,30,Normal,1,16,Medium,2,Up,1,09:00-11:59,3,Adult,3,277.73,7.07,471.2,100,54
40,Hambantota - Matara,70,90,Normal,1,198,Medium,2,Down,2,21:00-23:59,7,Youth,2,285.37,4.21,4740.33,15,55
52,Ratnapura - Colombo,85,130,Normal,1,246,Low,1,Down,2,15:00-17:59,5,Adult,3,290.08,4.04,6107.58,18,70
48,Kurunegala - Kandy,80,110,Luxury,4,419,High,3,Down,2,00:00-05:59,1,Youth,2,289.85,5.36,4327.29,18,31
6,Colombo - Moratuwa,18,50,Normal,1,35,Low,1,Up,1,06:00-08:59,2,Youth,2,275.18,6.43,770.02,60,69
4,Colombo - Wattala,15,40,Normal,1,13,Medium,2,Down,2,12:00-14:59,4,Child,1,279.39,7.11,589.12,70,49
84,Anuradhapura - Colombo,220,300,Normal,1,715,Low,1,Down,2,12:00-14:59,4,Adult,3,295.71,3.34,19480.83,8,49
9,Sigiriya - Dambulla,20,30,Normal,1,41,Low,1,Down,2,21:00-23:59,7,Adult,3,280.58,5.87,956.54,30,68
20,Matara - Weligama,30,50,Normal,1,76,Medium,2,Down,2,09:00-11:59,3,Youth,2,262.92,5.89,1339.63,28,47
85,Colombo - Bandarawela,220,360,Normal,1,704,Medium,2,Up,1,18:00-20:59,6,Adult,3,266.22,3.9,15029.91,6,59
40,Hambantota - Matara,70,90,Normal,1,191,Medium,2,Down,2,00:00-05:59,1,Adult,3,268.34,4.85,3872.31,15,50
25,Colombo - Gampaha,37,70,Normal,1,98,Low,1,Down,2,15:00-17:59,5,Youth,2,265.41,4.93,1990.86,45,64
29,Chilaw - Negombo,40,60,Semi-Luxury,3,155,Low,1,Up,1,06:00-08:59,2,Adult,3,268.6,6.3,1705.82,20,45
13,Ella - Badulla,25,40,Normal,1,33,Medium,2,Up,1,12:00-14:59,4,Senior,4,278.4,5.45,1277.62,20,58
16,Colombo - Panadura,27,60,Normal,1,53,Medium,2,Up,1,18:00-20:59,6,Adult,3,262.96,5.95,1192.41,50,64
60,Colombo - Kandy,120,180,Expressway,2,436,Medium,2,Down,2,15:00-17:59,5,Adult,3,274.24,4.41,7454.42,20,50
27,Colombo - Kalutara,40,60,Semi-Luxury,3,161,Medium,2,Down,2,09:00-11:59,3,Adult,3,272.59,5.2,2096.41,30,46
23,Matara - Galle,35,50,Normal,1,45,High,3,Down,2,21:00-23:59,7,Senior,4,268.23,6.18,1519.2,22,52
33,Badulla - Nuwara Eliya,45,60,Semi-Luxury,3,106,High,3,Down,2,06:00-08:59,2,Senior,4,280.64,5.72,2206.99,18,51
1,Kandy - Peradeniya,5,15,Normal,1,6,Medium,2,Down,2,12:00-14:59,4,Adult,3,274.76,6.87,199.86,150,54
16,Colombo - Panadura,27,60,Semi-Luxury,3,54,Medium,2,Down,2,09:00-11:59,3,Senior,4,270.05,5.55,1314.04,50,42
26,Colombo - Negombo,40,90,Normal,1,109,Low,1,Up,1,09:00-11:59,3,Youth,2,291.27,5.62,2072.39,40,52
16,Colombo - Panadura,27,60,Normal,1,61,Medium,2,Down,2,06:00-08:59,2,Adult,3,274.21,5.61,1319.17,50,68
15,Galle - Hikkaduwa,25,60,Semi-Luxury,3,92,High,3,Up,1,06:00-08:59,2,Adult,3,274.82,4.85,1415.94,30,42
30,Kandy - Nawalapitiya,40,80,Semi-Luxury,3,164,High,3,Down,2,15:00-17:59,5,Adult,3,259.47,5.55,1868.45,22,39
3,Colombo - Dehiwala,12,30,Semi-Luxury,3,30,Medium,2,Up,1,21:00-23:59,7,Adult,3,276.1,6.9,479.86,100,36
6,Colombo - Moratuwa,18,50,Expressway,2,52,High,3,Up,1,15:00-17:59,5,Youth,2,270.27,6.56,741.24,60,49
44,Nuwara Eliya - Kandy,75,120,Normal,1,122,High,3,Up,1,18:00-20:59,6,Child,1,290.79,3.73,5841.41,12,59
4,Colombo - Wattala,15,40,Luxury,4,47,High,3,Down,2,21:00-23:59,7,Adult,3,270.99,6.53,622.16,70,27
37,Polonnaruwa - Anuradhapura,60,50,Luxury,4,306,Medium,2,Up,1,06:00-08:59,2,Youth,2,285.97,6.03,2844.2,20,36
16,Colombo - Panadura,27,60,Semi-Luxury,3,47,Medium,2,Down,2,06:00-08:59,2,Child,1,287.49,5.35,1449.53,50,51
11,Colombo - Homagama,23,55,Semi-Luxury,3,46,High,3,Down,2,00:00-05:59,1,Senior,4,268.38,5.19,1190.19,40,43
26,Colombo - Negombo,40,90,Semi-Luxury,3,78,Medium,2,Down,2,12:00-14:59,4,Senior,4,294.74,5.2,2265.52,40,38
10,Kuliyapitiya - Kurunegala,22,40,Normal,1,45,High,3,Up,1,00:00-05:59,1,Adult,3,292.82,6.92,931.12,24,56
7,Colombo - Piliyandala,20,50,Normal,1,24,Medium,2,Up,1,09:00-11:59,3,Senior,4,283.97,4.86,1169.26,35,49
33,Badulla - Nuwara Eliya,45,60,Normal,1,123,Medium,2,Down,2,00:00-05:59,1,Youth,2,276.62,5.85,2129.46,18,60
8,Ella - Bandarawela,20,35,Semi-Luxury,3,63,Medium,2,Up,1,12:00-14:59,4,Adult,3,269.64,6.35,849.27,20,39
1,Kandy - Peradeniya,5,15,Normal,1,5,Medium,2,Up,1,21:00-23:59,7,Adult,3,266.34,8,166.41,150,51
30,Kandy - Nawalapitiya,40,80,Expressway,2,124,Medium,2,Up,1,15:00-17:59,5,Adult,3,295.55,5.44,2171.74,22,60
45,Kandy - Hatton,75,140,Normal,1,210,High,3,Down,2,06:00-08:59,2,Youth,2,270.56,3.85,5267.27,12,61
43,Kandy - Nuwara Eliya,75,120,Luxury,4,362,Low,1,Down,2,12:00-14:59,4,Adult,3,267.61,4.2,4774.27,14,28
75,Mannar - Jaffna,180,240,Normal,1,566,Medium,2,Up,1,15:00-17:59,5,Youth,2,285.36,4.26,12049.37,6,62
7,Colombo - Piliyandala,20,50,Normal,1,42,High,3,Down,2,09:00-11:59,3,Adult,3,275.02,6.03,912.22,35,54
17,Wariyapola - Kurunegala,28,50,Normal,1,65,Low,1,Down,2,21:00-23:59,7,Adult,3,286.03,5.73,1397.64,20,64
67,Negombo - Kurunegala,130,180,Semi-Luxury,3,525,High,3,Up,1,15:00-17:59,5,Youth,2,274.91,4.58,7811.33,12,40
75,Mannar - Jaffna,180,240,Normal,1,610,High,3,Up,1,06:00-08:59,2,Adult,3,279.37,3.81,13214.88,6,62
73,Colombo - Puttalam,160,210,Normal,1,498,Medium,2,Up,1,12:00-14:59,4,Adult,3,283.63,3.87,11721.41,10,64
78,Colombo - Polonnaruwa,210,280,Luxury,4,582,High,3,Down,2,15:00-17:59,5,Child,1,267.59,3.9,14419.01,12,34
38,Kandy - Dambulla,70,110,Expressway,2,250,High,3,Down,2,09:00-11:59,3,Adult,3,282.33,5.27,3747.84,18,43
54,Monaragala - Badulla,90,150,Normal,1,193,Medium,2,Down,2,15:00-17:59,5,Senior,4,282.28,5.12,4960.6,10,64
48,Kurunegala - Kandy,80,110,Normal,1,179,High,3,Up,1,00:00-05:59,1,Adult,3,270.04,4.82,4485.9,18,49
6,Colombo - Moratuwa,18,50,Luxury,4,60,Medium,2,Down,2,21:00-23:59,7,Youth,2,272.05,6.91,708.73,60,31
17,Wariyapola - Kurunegala,28,50,Normal,1,68,High,3,Down,2,18:00-20:59,6,Adult,3,272.04,6.2,1229.45,20,49
25,Colombo - Gampaha,37,70,Luxury,4,171,Low,1,Down,2,09:00-11:59,3,Adult,3,287.07,4.64,2287.86,45,33
17,Wariyapola - Kurunegala,28,50,Normal,1,32,High,3,Up,1,00:00-05:59,1,Child,1,281.94,6.18,1277.72,20,50
67,Negombo - Kurunegala,130,180,Normal,1,395,Medium,2,Down,2,18:00-20:59,6,Adult,3,274.29,4.01,8902.51,12,44
7,Colombo - Piliyandala,20,50,Normal,1,43,Low,1,Down,2,15:00-17:59,5,Adult,3,284.13,6.64,855.35,35,60
5,Colombo - Maharagama,16,45,Expressway,2,42,High,3,Down,2,00:00-05:59,1,Adult,3,285.74,6.65,687.02,80,41
72,Badulla - Kandy,160,210,Normal,1,235,High,3,Down,2,21:00-23:59,7,Child,1,267.7,3.63,11793.66,9,54
90,Colombo - Batticaloa,320,450,Luxury,4,1808,Medium,2,Down,2,21:00-23:59,7,Adult,3,273.63,3.53,24790.99,6,27
37,Polonnaruwa - Anuradhapura,60,50,Luxury,4,296,Low,1,Up,1,06:00-08:59,2,Youth,2,291.25,6.36,2748.67,20,31
42,Hambantota - Matara (via A2),70,90,Normal,1,203,Low,1,Down,2,06:00-08:59,2,Youth,2,271.57,4.3,4418.19,15,61
69,Galle - Colombo,135,210,Normal,1,185,Medium,2,Up,1,18:00-20:59,6,Senior,4,272.81,3.74,9851.13,20,67
55,Ratnapura - Kandy,95,140,Semi-Luxury,3,354,High,3,Up,1,21:00-23:59,7,Adult,3,269.66,4.78,5356.14,14,38
4,Colombo - Wattala,15,40,Normal,1,26,Medium,2,Up,1,09:00-11:59,3,Adult,3,263.33,6.8,580.61,70,64
4,Colombo - Wattala,15,40,Normal,1,15,Medium,2,Down,2,18:00-20:59,6,Child,1,271.69,6.38,638.83,70,47
92,Colombo - Jaffna,400,480,Semi-Luxury,3,1649,Medium,2,Down,2,09:00-11:59,3,Adult,3,274.5,3.44,31893.21,8,37
5,Colombo - Maharagama,16,45,Semi-Luxury,3,40,Medium,2,Down,2,21:00-23:59,7,Adult,3,278.17,6.41,694.52,80,38
17,Wariyapola - Kurunegala,28,50,Normal,1,31,High,3,Down,2,18:00-20:59,6,Child,1,283.03,5.68,1395.39,20,61
30,Kandy - Nawalapitiya,40,80,Semi-Luxury,3,99,Medium,2,Down,2,15:00-17:59,5,Senior,4,282.3,5.22,2163.99,22,39
1,Kandy - Peradeniya,5,15,Normal,1,5,Medium,2,Down,2,15:00-17:59,5,Adult,3,269.85,8.03,168.08,150,69
43,Kandy - Nuwara Eliya,75,120,Normal,1,227,Medium,2,Up,1,09:00-11:59,3,Youth,2,292.97,3.92,5604.77,14,55
93,Jaffna - Colombo,400,480,Normal,1,1048,Low,1,Up,1,00:00-05:59,1,Adult,3,279.8,3.46,32382.15,5,57
4,Colombo - Wattala,15,40,Normal,1,22,Low,1,Up,1,15:00-17:59,5,Adult,3,290.19,6.95,626.55,70,67
3,Colombo - Dehiwala,12,30,Expressway,2,26,High,3,Down,2,12:00-14:59,4,Youth,2,284.43,6.72,508.24,100,45
7,Colombo - Piliyandala,20,50,Luxury,4,68,High,3,Up,1,18:00-20:59,6,Adult,3,270.12,5.8,931.52,35,26
1,Kandy - Peradeniya,5,15,Normal,1,5,Low,1,Down,2,09:00-11:59,3,Youth,2,274.41,8.16,168.21,150,52
42,Hambantota - Matara (via A2),70,90,Normal,1,95,Medium,2,Up,1,06:00-08:59,2,Child,1,276.48,4.38,4414.54,15,57
37,Polonnaruwa - Anuradhapura,60,50,Expressway,2,223,Medium,2,Up,1,00:00-05:59,1,Youth,2,270.22,6.74,2404.63,20,45
28,Negombo - Colombo,40,90,Normal,1,64,High,3,Up,1,06:00-08:59,2,Senior,4,275.72,5.53,1995.79,40,60
25,Colombo - Gampaha,37,70,Normal,1,40,Medium,2,Up,1,18:00-20:59,6,Child,1,282.89,5.12,2046.05,45,57
35,Colombo - Avissawella,48,110,Normal,1,138,High,3,Up,1,12:00-14:59,4,Adult,3,282.78,6.14,2211.71,30,54
3,Colombo - Dehiwala,12,30,Normal,1,19,Medium,2,Up,1,12:00-14:59,4,Youth,2,263.7,7,451.89,100,52
71,Kandy - Badulla,160,210,Normal,1,493,High,3,Down,2,09:00-11:59,3,Youth,2,293.74,3.57,13173.31,10,55
12,Habarana - Sigiriya,23,35,Luxury,4,91,Medium,2,Up,1,21:00-23:59,7,Adult,3,275.42,5.81,1090.45,30,27
25,Colombo - Gampaha,37,70,Normal,1,104,High,3,Down,2,21:00-23:59,7,Adult,3,266.39,5.07,1943.07,45,64
10,Kuliyapitiya - Kurunegala,22,40,Semi-Luxury,3,42,Medium,2,Up,1,21:00-23:59,7,Senior,4,275.8,6.8,892.14,24,41
55,Ratnapura - Kandy,95,140,Normal,1,169,Medium,2,Up,1,00:00-05:59,1,Senior,4,284.91,4.55,5946.85,14,48
1,Kandy - Peradeniya,5,15,Expressway,2,5,Medium,2,Up,1,21:00-23:59,7,Adult,3,277.74,7.67,180.99,150,45
47,Kandy - Kurunegala,80,110,Semi-Luxury,3,339,High,3,Down,2,00:00-05:59,1,Adult,3,284.17,5.22,4355.94,16,44
2,Galle - Unawatuna,8,25,Expressway,2,7,Low,1,Up,1,06:00-08:59,2,Adult,3,257.89,8.54,241.46,60,56
4,Colombo - Wattala,15,40,Luxury,4,50,High,3,Up,1,09:00-11:59,3,Youth,2,259,6.25,622.1,70,35
44,Nuwara Eliya - Kandy,75,120,Semi-Luxury,3,336,High,3,Down,2,00:00-05:59,1,Adult,3,261.13,4.79,4086.97,12,35
17,Wariyapola - Kurunegala,28,50,Normal,1,72,Low,1,Up,1,18:00-20:59,6,Youth,2,290.57,5.84,1393.14,20,49
72,Badulla - Kandy,160,210,Normal,1,487,Medium,2,Down,2,21:00-23:59,7,Youth,2,282.08,3.89,11587.48,9,66
26,Colombo - Negombo,40,90,Semi-Luxury,3,148,Medium,2,Down,2,00:00-05:59,1,Adult,3,272.92,5.28,2067.86,40,43
2,Galle - Unawatuna,8,25,Normal,1,5,High,3,Up,1,12:00-14:59,4,Child,1,270.59,7.62,284.14,60,49
2,Galle - Unawatuna,8,25,Normal,1,5,Low,1,Down,2,18:00-20:59,6,Youth,2,260.53,7.78,267.75,60,64
45,Kandy - Hatton,75,140,Semi-Luxury,3,279,Low,1,Up,1,09:00-11:59,3,Adult,3,265.5,3.36,5919.04,12,44
5,Colombo - Maharagama,16,45,Normal,1,31,High,3,Down,2,12:00-14:59,4,Youth,2,290.82,5.62,828.52,80,47
